serotype,primer_name,gene,start,end,size,mismatches
11D,cluster_3142_amp1,cluster_3142,1897,2497,600,4
11D,cluster_3172_amp1,cluster_3172,1549,2125,576,0
11D,cluster_3177_amp1,cluster_3177,4071,4623,552,1
11D,cluster_3203_amp1,cluster_3203,1549,2125,576,0
11D,cluster_3206_amp1,cluster_3206,4071,4623,552,1
11D,cluster_3247_amp1,cluster_3247,4071,4623,552,1
11D,cluster_3264_amp1,cluster_3264,328,905,577,0
11D,cluster_3303_amp1,cluster_3303,1355,1935,580,1
11F,cluster_39_amp1,cluster_39,3038,3647,609,1
11F,cluster_140_amp1,cluster_140,1558,2134,576,0
11F,cluster_141_amp1,cluster_141,2058,2645,587,0
11F,cluster_179_amp1,cluster_179,1558,2134,576,0
11F,cluster_180_amp1,cluster_180,2058,2645,587,0
11F,cluster_182_amp1,cluster_182,3083,3655,572,4
11F,cluster_207_amp1,cluster_207,2058,2645,587,0
11F,cluster_377_amp1,cluster_377,1558,2134,576,0
11F,cluster_379_amp1,cluster_379,2574,3172,598,1
11F,cluster_382_amp1,cluster_382,4080,4638,558,0
11F,cluster_401_amp1,cluster_401,2058,2645,587,0
11F,cluster_403_amp1,cluster_403,3045,3644,599,2
11F,cluster_579_amp1,cluster_579,4084,4677,593,3
11F,cluster_584_amp1,cluster_584,6544,7143,599,1
11F,cluster_587_amp1,cluster_587,8071,8649,578,1
11F,cluster_602_amp1,cluster_602,1558,2134,576,0
11F,cluster_603_amp1,cluster_603,2083,2676,593,1
11F,cluster_632_amp1,cluster_632,539,1123,584,0
11F,cluster_634_amp1,cluster_634,1558,2134,576,0
11F,cluster_636_amp1,cluster_636,2556,3125,569,0
11F,cluster_640_amp1,cluster_640,4550,5141,591,0
11F,cluster_648_amp1,cluster_648,8529,9127,598,0
11F,cluster_661_amp1,cluster_661,2556,3125,569,0
11F,cluster_697_amp1,cluster_697,1558,2134,576,0
11F,cluster_794_amp1,cluster_794,1558,2134,576,0
11F,cluster_800_amp1,cluster_800,4541,5141,600,2
11F,cluster_876_amp1,cluster_876,1558,2134,576,0
11F,cluster_950_amp1,cluster_950,1558,2134,576,0
11F,cluster_1031_amp1,cluster_1031,582,1157,575,2
11F,cluster_1149_amp1,cluster_1149,1558,2134,576,0
11F,cluster_1306_amp1,cluster_1306,1559,2134,575,1
11F,cluster_1307_amp1,cluster_1307,2058,2645,587,0
11F,cluster_1348_amp1,cluster_1348,4085,4684,599,0
11F,cluster_1478_amp1,cluster_1478,539,1123,584,2
11F,cluster_1517_amp1,cluster_1517,1060,1625,565,1
11F,cluster_1553_amp1,cluster_1553,539,1123,584,0
11F,cluster_1603_amp1,cluster_1603,2074,2674,600,0
11F,cluster_1635_amp1,cluster_1635,1556,2134,578,1
11F,cluster_1638_amp1,cluster_1638,3045,3644,599,2
11F,cluster_1709_amp1,cluster_1709,2574,3172,598,1
11F,cluster_1745_amp1,cluster_1745,1044,1625,581,1
11F,cluster_1780_amp1,cluster_1780,1556,2134,578,1
11F,cluster_1781_amp1,cluster_1781,2058,2645,587,0
11F,cluster_1810_amp1,cluster_1810,1558,2134,576,0
11F,cluster_1812_amp1,cluster_1812,2574,3174,600,0
11F,cluster_1874_amp1,cluster_1874,2058,2645,587,0
11F,cluster_1875_amp1,cluster_1875,2574,3174,600,0
11F,cluster_1904_amp1,cluster_1904,3551,4148,597,2
11F,cluster_2016_amp1,cluster_2016,248,839,591,1
11F,cluster_2017_amp1,cluster_2017,747,1341,594,0
11F,cluster_2186_amp1,cluster_2186,1044,1625,581,1
11F,cluster_2219_amp1,cluster_2219,3044,3644,600,0
11F,cluster_2283_amp1,cluster_2283,1044,1625,581,1
11F,cluster_2406_amp1,cluster_2406,1558,2134,576,0
11F,cluster_2407_amp1,cluster_2407,2058,2645,587,0
11F,cluster_2496_amp1,cluster_2496,1558,2134,576,0
11F,cluster_2497_amp1,cluster_2497,2079,2676,597,1
11F,cluster_2500_amp1,cluster_2500,3541,4148,607,4
11F,cluster_2593_amp1,cluster_2593,1044,1625,581,1
11F,cluster_2600_amp1,cluster_2600,4541,5141,600,2
11F,cluster_2604_amp1,cluster_2604,6546,7143,597,0
11F,cluster_2610_amp1,cluster_2610,9511,10111,600,0
11F,cluster_2622_amp1,cluster_2622,1558,2134,576,0
11F,cluster_2624_amp1,cluster_2624,2556,3125,569,0
11F,cluster_2655_amp1,cluster_2655,2556,3125,569,0
11F,cluster_2656_amp1,cluster_2656,3044,3644,600,1
11F,cluster_2685_amp1,cluster_2685,1906,2506,600,1
11F,cluster_2689_amp1,cluster_2689,3919,4514,595,2
11F,cluster_2718_amp1,cluster_2718,414,998,584,1
11F,cluster_2721_amp1,cluster_2721,2411,2999,588,2
11F,cluster_2722_amp1,cluster_2722,2914,3485,571,0
11F,cluster_2724_amp1,cluster_2724,3919,4514,595,1
11F,cluster_2797_amp1,cluster_2797,865,1444,579,0
11F,cluster_2798_amp1,cluster_2798,1364,1944,580,1
11F,cluster_2883_amp1,cluster_2883,1554,2134,580,1
11F,cluster_2884_amp1,cluster_2884,2058,2645,587,0
11F,cluster_2890_amp1,cluster_2890,5058,5643,585,0
11F,cluster_2899_amp1,cluster_2899,9511,10111,600,0
11F,cluster_2905_amp1,cluster_2905,12558,13113,555,1
11F,cluster_2912_amp1,cluster_2912,1490,2057,567,2
11F,cluster_2950_amp1,cluster_2950,381,964,583,2
11F,cluster_2996_amp1,cluster_2996,2032,2624,592,1
11F,cluster_3001_amp1,cluster_3001,4539,5113,574,1
11F,cluster_3068_amp1,cluster_3068,1558,2134,576,0
11F,cluster_3140_amp1,cluster_3140,884,1482,598,0
11F,cluster_3142_amp1,cluster_3142,1906,2506,600,1
11F,cluster_3172_amp1,cluster_3172,1558,2134,576,0
11F,cluster_3173_amp1,cluster_3173,2058,2645,587,0
11F,cluster_3203_amp1,cluster_3203,1558,2134,576,0
11F,cluster_3264_amp1,cluster_3264,337,914,577,0
11F,cluster_3303_amp1,cluster_3303,1364,1944,580,1
11F,cluster_3308_amp1,cluster_3308,3872,4443,571,2
12A,cluster_140_amp1,cluster_140,1558,2134,576,0
12A,cluster_141_amp1,cluster_141,2058,2645,587,1
12A,cluster_179_amp1,cluster_179,1558,2134,576,0
12A,cluster_180_amp1,cluster_180,2058,2645,587,1
12A,cluster_207_amp1,cluster_207,2058,2645,587,1
12A,cluster_377_amp1,cluster_377,1558,2134,576,0
12A,cluster_379_amp1,cluster_379,2574,3172,598,1
12A,cluster_401_amp1,cluster_401,2058,2645,587,1
12A,cluster_602_amp1,cluster_602,1558,2134,576,0
12A,cluster_603_amp1,cluster_603,2083,2676,593,1
12A,cluster_634_amp1,cluster_634,1558,2134,576,0
12A,cluster_636_amp1,cluster_636,2556,3125,569,0
12A,cluster_661_amp1,cluster_661,2556,3125,569,0
12A,cluster_664_amp1,cluster_664,4032,4631,599,0
12A,cluster_671_amp1,cluster_671,7549,8131,582,0
12A,cluster_683_amp1,cluster_683,13529,14128,599,0
12A,cluster_684_amp1,cluster_684,14045,14634,589,0
12A,cluster_690_amp1,cluster_690,17040,17632,592,0
12A,cluster_697_amp1,cluster_697,1558,2134,576,0
12A,cluster_699_amp1,cluster_699,3046,3645,599,0
12A,cluster_701_amp1,cluster_701,4920,5518,598,0
12A,cluster_708_amp1,cluster_708,8435,9025,590,1
12A,cluster_710_amp1,cluster_710,9422,10022,600,0
12A,cluster_722_amp1,cluster_722,15425,16025,600,0
12A,cluster_726_amp1,cluster_726,17410,18006,596,0
12A,cluster_794_amp1,cluster_794,1558,2134,576,0
12A,cluster_876_amp1,cluster_876,1558,2134,576,0
12A,cluster_950_amp1,cluster_950,1558,2134,576,0
12A,cluster_1031_amp1,cluster_1031,582,1157,575,2
12A,cluster_1149_amp1,cluster_1149,1558,2134,576,0
12A,cluster_1306_amp1,cluster_1306,1559,2134,575,1
12A,cluster_1307_amp1,cluster_1307,2058,2645,587,1
12A,cluster_1517_amp1,cluster_1517,1060,1625,565,2
12A,cluster_1603_amp1,cluster_1603,2074,2674,600,0
12A,cluster_1635_amp1,cluster_1635,1556,2134,578,1
12A,cluster_1709_amp1,cluster_1709,2574,3172,598,1
12A,cluster_1745_amp1,cluster_1745,1044,1625,581,1
12A,cluster_1780_amp1,cluster_1780,1556,2134,578,1
12A,cluster_1781_amp1,cluster_1781,2058,2645,587,1
12A,cluster_1810_amp1,cluster_1810,1558,2134,576,0
12A,cluster_1812_amp1,cluster_1812,2574,3174,600,2
12A,cluster_1874_amp1,cluster_1874,2058,2645,587,1
12A,cluster_1875_amp1,cluster_1875,2574,3174,600,2
12A,cluster_2016_amp1,cluster_2016,248,839,591,1
12A,cluster_2017_amp1,cluster_2017,747,1341,594,0
12A,cluster_2186_amp1,cluster_2186,1044,1625,581,1
12A,cluster_2283_amp1,cluster_2283,1044,1625,581,1
12A,cluster_2308_amp1,cluster_2308,14447,15009,562,0
12A,cluster_2310_amp1,cluster_2310,15402,16001,599,0
12A,cluster_2314_amp1,cluster_2314,17402,17998,596,0
12A,cluster_2316_amp1,cluster_2316,18399,18999,600,0
12A,cluster_2351_amp1,cluster_2351,18962,19548,586,1
12A,cluster_2373_amp1,cluster_2373,4032,4631,599,0
12A,cluster_2380_amp1,cluster_2380,7549,8131,582,0
12A,cluster_2392_amp1,cluster_2392,13529,14128,599,0
12A,cluster_2393_amp1,cluster_2393,14045,14634,589,0
12A,cluster_2399_amp1,cluster_2399,17040,17632,592,0
12A,cluster_2406_amp1,cluster_2406,1558,2134,576,0
12A,cluster_2407_amp1,cluster_2407,2058,2645,587,1
12A,cluster_2496_amp1,cluster_2496,1558,2134,576,0
12A,cluster_2497_amp1,cluster_2497,2079,2676,597,1
12A,cluster_2593_amp1,cluster_2593,1044,1625,581,1
12A,cluster_2622_amp1,cluster_2622,1558,2134,576,0
12A,cluster_2624_amp1,cluster_2624,2556,3125,569,0
12A,cluster_2655_amp1,cluster_2655,2556,3125,569,0
12A,cluster_2685_amp1,cluster_2685,1906,2506,600,3
12A,cluster_2718_amp1,cluster_2718,414,998,584,1
12A,cluster_2721_amp1,cluster_2721,2411,2999,588,1
12A,cluster_2722_amp1,cluster_2722,2914,3485,571,1
12A,cluster_2797_amp1,cluster_2797,865,1444,579,0
12A,cluster_2798_amp1,cluster_2798,1364,1944,580,0
12A,cluster_2840_amp1,cluster_2840,699,1298,599,0
12A,cluster_2883_amp1,cluster_2883,1554,2134,580,1
12A,cluster_2884_amp1,cluster_2884,2058,2645,587,1
12A,cluster_2912_amp1,cluster_2912,1490,2057,567,2
12A,cluster_2950_amp1,cluster_2950,381,964,583,2
12A,cluster_2996_amp1,cluster_2996,2032,2624,592,1
12A,cluster_3068_amp1,cluster_3068,1558,2134,576,0
12A,cluster_3140_amp1,cluster_3140,884,1482,598,0
12A,cluster_3142_amp1,cluster_3142,1906,2506,600,3
12A,cluster_3172_amp1,cluster_3172,1558,2134,576,0
12A,cluster_3173_amp1,cluster_3173,2058,2645,587,1
12A,cluster_3203_amp1,cluster_3203,1558,2134,576,0
12A,cluster_3264_amp1,cluster_3264,337,914,577,0
12A,cluster_3303_amp1,cluster_3303,1364,1944,580,0
12B,cluster_140_amp1,cluster_140,1549,2125,576,0
12B,cluster_141_amp1,cluster_141,2049,2636,587,1
12B,cluster_179_amp1,cluster_179,1549,2125,576,0
12B,cluster_180_amp1,cluster_180,2049,2636,587,1
12B,cluster_207_amp1,cluster_207,2049,2636,587,1
12B,cluster_377_amp1,cluster_377,1549,2125,576,0
12B,cluster_379_amp1,cluster_379,2565,3163,598,1
12B,cluster_401_amp1,cluster_401,2049,2636,587,1
12B,cluster_602_amp1,cluster_602,1549,2125,576,0
12B,cluster_603_amp1,cluster_603,2074,2667,593,1
12B,cluster_634_amp1,cluster_634,1549,2125,576,0
12B,cluster_636_amp1,cluster_636,2547,3116,569,0
12B,cluster_661_amp1,cluster_661,2547,3116,569,0
12B,cluster_671_amp1,cluster_671,6667,7249,582,1
12B,cluster_683_amp1,cluster_683,12647,13246,599,0
12B,cluster_684_amp1,cluster_684,13163,13752,589,0
12B,cluster_690_amp1,cluster_690,16158,16750,592,0
12B,cluster_697_amp1,cluster_697,1549,2125,576,0
12B,cluster_699_amp1,cluster_699,3037,3636,599,0
12B,cluster_701_amp1,cluster_701,4038,4636,598,0
12B,cluster_708_amp1,cluster_708,7553,8143,590,0
12B,cluster_710_amp1,cluster_710,8540,9140,600,0
12B,cluster_722_amp1,cluster_722,14543,15143,600,0
12B,cluster_726_amp1,cluster_726,16528,17124,596,0
12B,cluster_794_amp1,cluster_794,1549,2125,576,0
12B,cluster_876_amp1,cluster_876,1549,2125,576,0
12B,cluster_950_amp1,cluster_950,1549,2125,576,0
12B,cluster_1031_amp1,cluster_1031,573,1148,575,2
12B,cluster_1149_amp1,cluster_1149,1549,2125,576,0
12B,cluster_1306_amp1,cluster_1306,1550,2125,575,1
12B,cluster_1307_amp1,cluster_1307,2049,2636,587,1
12B,cluster_1478_amp1,cluster_1478,530,1114,584,1
12B,cluster_1517_amp1,cluster_1517,1051,1616,565,1
12B,cluster_1603_amp1,cluster_1603,2065,2665,600,0
12B,cluster_1635_amp1,cluster_1635,1547,2125,578,1
12B,cluster_1709_amp1,cluster_1709,2565,3163,598,1
12B,cluster_1745_amp1,cluster_1745,1035,1616,581,0
12B,cluster_1780_amp1,cluster_1780,1547,2125,578,1
12B,cluster_1781_amp1,cluster_1781,2049,2636,587,1
12B,cluster_1810_amp1,cluster_1810,1549,2125,576,0
12B,cluster_1812_amp1,cluster_1812,2565,3165,600,2
12B,cluster_1874_amp1,cluster_1874,2049,2636,587,1
12B,cluster_1875_amp1,cluster_1875,2565,3165,600,2
12B,cluster_2016_amp1,cluster_2016,239,830,591,1
12B,cluster_2017_amp1,cluster_2017,738,1332,594,1
12B,cluster_2186_amp1,cluster_2186,1035,1616,581,0
12B,cluster_2283_amp1,cluster_2283,1035,1616,581,0
12B,cluster_2308_amp1,cluster_2308,13565,14127,562,0
12B,cluster_2310_amp1,cluster_2310,14520,15119,599,0
12B,cluster_2314_amp1,cluster_2314,16520,17116,596,0
12B,cluster_2316_amp1,cluster_2316,17517,18117,600,0
12B,cluster_2351_amp1,cluster_2351,18080,18666,586,1
12B,cluster_2380_amp1,cluster_2380,6667,7249,582,1
12B,cluster_2392_amp1,cluster_2392,12647,13246,599,0
12B,cluster_2393_amp1,cluster_2393,13163,13752,589,0
12B,cluster_2399_amp1,cluster_2399,16158,16750,592,0
12B,cluster_2406_amp1,cluster_2406,1549,2125,576,0
12B,cluster_2407_amp1,cluster_2407,2049,2636,587,1
12B,cluster_2496_amp1,cluster_2496,1549,2125,576,0
12B,cluster_2497_amp1,cluster_2497,2070,2667,597,1
12B,cluster_2593_amp1,cluster_2593,1035,1616,581,0
12B,cluster_2622_amp1,cluster_2622,1549,2125,576,0
12B,cluster_2624_amp1,cluster_2624,2547,3116,569,0
12B,cluster_2655_amp1,cluster_2655,2547,3116,569,0
12B,cluster_2685_amp1,cluster_2685,1897,2497,600,3
12B,cluster_2718_amp1,cluster_2718,405,989,584,1
12B,cluster_2721_amp1,cluster_2721,2402,2990,588,2
12B,cluster_2722_amp1,cluster_2722,2905,3476,571,1
12B,cluster_2798_amp1,cluster_2798,1355,1935,580,0
12B,cluster_2840_amp1,cluster_2840,690,1289,599,0
12B,cluster_2883_amp1,cluster_2883,1545,2125,580,1
12B,cluster_2884_amp1,cluster_2884,2049,2636,587,1
12B,cluster_2912_amp1,cluster_2912,1481,2048,567,1
12B,cluster_2996_amp1,cluster_2996,2023,2615,592,0
12B,cluster_3068_amp1,cluster_3068,1549,2125,576,0
12B,cluster_3142_amp1,cluster_3142,1897,2497,600,3
12B,cluster_3172_amp1,cluster_3172,1549,2125,576,0
12B,cluster_3173_amp1,cluster_3173,2049,2636,587,1
12B,cluster_3203_amp1,cluster_3203,1549,2125,576,0
12B,cluster_3303_amp1,cluster_3303,1355,1935,580,0
12F,cluster_140_amp1,cluster_140,1558,2134,576,1
12F,cluster_141_amp1,cluster_141,2058,2645,587,1
12F,cluster_179_amp1,cluster_179,1558,2134,576,1
12F,cluster_180_amp1,cluster_180,2058,2645,587,1
12F,cluster_207_amp1,cluster_207,2058,2645,587,1
12F,cluster_377_amp1,cluster_377,1558,2134,576,1
12F,cluster_379_amp1,cluster_379,2574,3172,598,1
12F,cluster_401_amp1,cluster_401,2058,2645,587,1
12F,cluster_602_amp1,cluster_602,1558,2134,576,1
12F,cluster_603_amp1,cluster_603,2083,2676,593,2
12F,cluster_634_amp1,cluster_634,1558,2134,576,1
12F,cluster_636_amp1,cluster_636,2556,3125,569,0
12F,cluster_661_amp1,cluster_661,2556,3125,569,0
12F,cluster_671_amp1,cluster_671,6676,7258,582,1
12F,cluster_683_amp1,cluster_683,12656,13255,599,0
12F,cluster_684_amp1,cluster_684,13172,13761,589,0
12F,cluster_690_amp1,cluster_690,16167,16759,592,0
12F,cluster_697_amp1,cluster_697,1558,2134,576,1
12F,cluster_699_amp1,cluster_699,3046,3645,599,1
12F,cluster_708_amp1,cluster_708,7562,8152,590,0
12F,cluster_710_amp1,cluster_710,8549,9149,600,0
12F,cluster_722_amp1,cluster_722,14552,15152,600,0
12F,cluster_726_amp1,cluster_726,16537,17133,596,0
12F,cluster_794_amp1,cluster_794,1558,2134,576,1
12F,cluster_876_amp1,cluster_876,1558,2134,576,1
12F,cluster_950_amp1,cluster_950,1558,2134,576,1
12F,cluster_1031_amp1,cluster_1031,582,1157,575,2
12F,cluster_1149_amp1,cluster_1149,1558,2134,576,1
12F,cluster_1306_amp1,cluster_1306,1559,2134,575,0
12F,cluster_1307_amp1,cluster_1307,2058,2645,587,1
12F,cluster_1478_amp1,cluster_1478,539,1123,584,1
12F,cluster_1517_amp1,cluster_1517,1060,1625,565,1
12F,cluster_1603_amp1,cluster_1603,2074,2674,600,1
12F,cluster_1709_amp1,cluster_1709,2574,3172,598,1
12F,cluster_1745_amp1,cluster_1745,1044,1625,581,0
12F,cluster_1781_amp1,cluster_1781,2058,2645,587,1
12F,cluster_1810_amp1,cluster_1810,1558,2134,576,1
12F,cluster_1812_amp1,cluster_1812,2574,3174,600,2
12F,cluster_1874_amp1,cluster_1874,2058,2645,587,1
12F,cluster_1875_amp1,cluster_1875,2574,3174,600,2
12F,cluster_2016_amp1,cluster_2016,248,839,591,1
12F,cluster_2017_amp1,cluster_2017,747,1341,594,0
12F,cluster_2186_amp1,cluster_2186,1044,1625,581,0
12F,cluster_2283_amp1,cluster_2283,1044,1625,581,0
12F,cluster_2308_amp1,cluster_2308,13574,14136,562,0
12F,cluster_2310_amp1,cluster_2310,14529,15128,599,0
12F,cluster_2314_amp1,cluster_2314,16529,17125,596,0
12F,cluster_2316_amp1,cluster_2316,17526,18126,600,0
12F,cluster_2351_amp1,cluster_2351,18089,18675,586,1
12F,cluster_2380_amp1,cluster_2380,6676,7258,582,1
12F,cluster_2392_amp1,cluster_2392,12656,13255,599,0
12F,cluster_2393_amp1,cluster_2393,13172,13761,589,0
12F,cluster_2399_amp1,cluster_2399,16167,16759,592,0
12F,cluster_2406_amp1,cluster_2406,1558,2134,576,1
12F,cluster_2407_amp1,cluster_2407,2058,2645,587,1
12F,cluster_2496_amp1,cluster_2496,1558,2134,576,1
12F,cluster_2497_amp1,cluster_2497,2079,2676,597,2
12F,cluster_2593_amp1,cluster_2593,1044,1625,581,0
12F,cluster_2622_amp1,cluster_2622,1558,2134,576,1
12F,cluster_2624_amp1,cluster_2624,2556,3125,569,0
12F,cluster_2655_amp1,cluster_2655,2556,3125,569,0
12F,cluster_2685_amp1,cluster_2685,1906,2506,600,3
12F,cluster_2718_amp1,cluster_2718,414,998,584,1
12F,cluster_2721_amp1,cluster_2721,2411,2999,588,2
12F,cluster_2722_amp1,cluster_2722,2914,3485,571,1
12F,cluster_2797_amp1,cluster_2797,865,1444,579,0
12F,cluster_2798_amp1,cluster_2798,1364,1944,580,1
12F,cluster_2840_amp1,cluster_2840,699,1298,599,1
12F,cluster_2884_amp1,cluster_2884,2058,2645,587,1
12F,cluster_2912_amp1,cluster_2912,1490,2057,567,1
12F,cluster_2950_amp1,cluster_2950,381,964,583,2
12F,cluster_2996_amp1,cluster_2996,2032,2624,592,0
12F,cluster_3068_amp1,cluster_3068,1558,2134,576,1
12F,cluster_3140_amp1,cluster_3140,884,1482,598,0
12F,cluster_3142_amp1,cluster_3142,1906,2506,600,3
12F,cluster_3172_amp1,cluster_3172,1558,2134,576,1
12F,cluster_3173_amp1,cluster_3173,2058,2645,587,1
12F,cluster_3203_amp1,cluster_3203,1558,2134,576,1
12F,cluster_3264_amp1,cluster_3264,337,914,577,0
12F,cluster_3303_amp1,cluster_3303,1364,1944,580,1
13,cluster_5_amp1,cluster_5,2535,3131,596,2
13,cluster_229_amp1,cluster_229,2054,2629,575,1
13,cluster_266_amp1,cluster_266,1073,1656,583,2
13,cluster_306_amp1,cluster_306,2055,2629,574,1
13,cluster_376_amp1,cluster_376,1072,1656,584,1
13,cluster_432_amp1,cluster_432,1072,1656,584,1
13,cluster_434_amp1,cluster_434,2060,2629,569,0
13,cluster_462_amp1,cluster_462,1072,1656,584,1
13,cluster_741_amp1,cluster_741,1072,1658,586,0
13,cluster_743_amp1,cluster_743,2060,2629,569,0
13,cluster_747_amp1,cluster_747,4057,4632,575,0
13,cluster_755_amp1,cluster_755,8067,8653,586,0
13,cluster_756_amp1,cluster_756,8554,9134,580,0
13,cluster_770_amp1,cluster_770,1072,1656,584,1
13,cluster_772_amp1,cluster_772,2060,2629,569,0
13,cluster_776_amp1,cluster_776,4057,4632,575,1
13,cluster_826_amp1,cluster_826,2060,2629,569,0
13,cluster_830_amp1,cluster_830,4057,4632,575,0
13,cluster_914_amp1,cluster_914,1057,1656,599,3
13,cluster_917_amp1,cluster_917,2538,3131,593,3
13,cluster_1031_amp1,cluster_1031,573,1148,575,4
13,cluster_1036_amp1,cluster_1036,3047,3642,595,3
13,cluster_1182_amp1,cluster_1182,4057,4632,575,0
13,cluster_1214_amp1,cluster_1214,2055,2629,574,1
13,cluster_1241_amp1,cluster_1241,2060,2629,569,0
13,cluster_1245_amp1,cluster_1245,4057,4624,567,2
13,cluster_1478_amp1,cluster_1478,530,1114,584,2
13,cluster_1482_amp1,cluster_1482,2527,3122,595,2
13,cluster_1706_amp1,cluster_1706,1062,1656,594,3
13,cluster_1992_amp1,cluster_1992,2060,2629,569,0
13,cluster_2016_amp1,cluster_2016,239,830,591,1
13,cluster_2017_amp1,cluster_2017,738,1332,594,1
13,cluster_2081_amp1,cluster_2081,1072,1656,584,1
13,cluster_2436_amp1,cluster_2436,2060,2629,569,0
13,cluster_2718_amp1,cluster_2718,405,989,584,1
13,cluster_2797_amp1,cluster_2797,856,1435,579,1
13,cluster_2840_amp1,cluster_2840,690,1289,599,0
13,cluster_2844_amp1,cluster_2844,2696,3288,592,1
13,cluster_2873_amp1,cluster_2873,1817,2407,590,0
13,cluster_2874_amp1,cluster_2874,2286,2872,586,0
13,cluster_2950_amp1,cluster_2950,372,955,583,2
13,cluster_2955_amp1,cluster_2955,2876,3451,575,0
13,cluster_3103_amp1,cluster_3103,2060,2629,569,0
13,cluster_3128_amp1,cluster_3128,4057,4632,575,0
13,cluster_3134_amp1,cluster_3134,1073,1656,583,2
13,cluster_3140_amp1,cluster_3140,875,1473,598,0
13,cluster_3264_amp1,cluster_3264,328,905,577,1
13,cluster_3329_amp1,cluster_3329,13637,14214,577,1
13,cluster_3355_amp1,cluster_3355,2535,3123,588,1
14,cluster_5_amp1,cluster_5,2535,3131,596,2
14,cluster_229_amp1,cluster_229,2054,2629,575,1
14,cluster_266_amp1,cluster_266,1073,1656,583,1
14,cluster_306_amp1,cluster_306,2055,2629,574,1
14,cluster_376_amp1,cluster_376,1072,1656,584,0
14,cluster_432_amp1,cluster_432,1072,1656,584,0
14,cluster_434_amp1,cluster_434,2060,2629,569,0
14,cluster_462_amp1,cluster_462,1072,1656,584,0
14,cluster_741_amp1,cluster_741,1072,1658,586,1
14,cluster_743_amp1,cluster_743,2060,2629,569,0
14,cluster_747_amp1,cluster_747,4057,4632,575,1
14,cluster_770_amp1,cluster_770,1072,1656,584,0
14,cluster_772_amp1,cluster_772,2060,2629,569,0
14,cluster_776_amp1,cluster_776,4057,4632,575,0
14,cluster_786_amp1,cluster_786,9059,9649,590,0
14,cluster_791_amp1,cluster_791,11548,12127,579,0
14,cluster_810_amp1,cluster_810,9520,10098,578,2
14,cluster_826_amp1,cluster_826,2060,2629,569,0
14,cluster_830_amp1,cluster_830,4057,4632,575,1
14,cluster_914_amp1,cluster_914,1057,1656,599,2
14,cluster_917_amp1,cluster_917,2538,3131,593,3
14,cluster_1031_amp1,cluster_1031,573,1148,575,2
14,cluster_1036_amp1,cluster_1036,3047,3642,595,2
14,cluster_1182_amp1,cluster_1182,4057,4632,575,1
14,cluster_1214_amp1,cluster_1214,2055,2629,574,1
14,cluster_1241_amp1,cluster_1241,2060,2629,569,0
14,cluster_1245_amp1,cluster_1245,4057,4624,567,3
14,cluster_1478_amp1,cluster_1478,530,1114,584,1
14,cluster_1482_amp1,cluster_1482,2527,3122,595,2
14,cluster_1517_amp1,cluster_1517,1051,1616,565,1
14,cluster_1706_amp1,cluster_1706,1062,1656,594,2
14,cluster_1745_amp1,cluster_1745,1035,1616,581,0
14,cluster_1992_amp1,cluster_1992,2060,2629,569,0
14,cluster_2016_amp1,cluster_2016,239,830,591,0
14,cluster_2017_amp1,cluster_2017,738,1332,594,1
14,cluster_2081_amp1,cluster_2081,1072,1656,584,0
14,cluster_2186_amp1,cluster_2186,1035,1616,581,0
14,cluster_2283_amp1,cluster_2283,1035,1616,581,0
14,cluster_2436_amp1,cluster_2436,2060,2629,569,0
14,cluster_2593_amp1,cluster_2593,1035,1616,581,0
14,cluster_2718_amp1,cluster_2718,405,989,584,1
14,cluster_2797_amp1,cluster_2797,856,1435,579,0
14,cluster_2840_amp1,cluster_2840,690,1289,599,0
14,cluster_2844_amp1,cluster_2844,2696,3288,592,1
14,cluster_2873_amp1,cluster_2873,1817,2407,590,0
14,cluster_2874_amp1,cluster_2874,2286,2872,586,0
14,cluster_2950_amp1,cluster_2950,372,955,583,2
14,cluster_2955_amp1,cluster_2955,2876,3451,575,1
14,cluster_3103_amp1,cluster_3103,2060,2629,569,0
14,cluster_3128_amp1,cluster_3128,4057,4632,575,1
14,cluster_3134_amp1,cluster_3134,1073,1656,583,1
14,cluster_3140_amp1,cluster_3140,875,1473,598,0
14,cluster_3264_amp1,cluster_3264,328,905,577,0
14,cluster_3355_amp1,cluster_3355,2535,3123,588,1
15A,cluster_39_amp1,cluster_39,3029,3638,609,0
15A,cluster_138_amp1,cluster_138,574,1152,578,1
15A,cluster_140_amp1,cluster_140,1549,2125,576,0
15A,cluster_141_amp1,cluster_141,2049,2636,587,1
15A,cluster_145_amp1,cluster_145,4071,4629,558,0
15A,cluster_177_amp1,cluster_177,574,1152,578,1
15A,cluster_179_amp1,cluster_179,1549,2125,576,0
15A,cluster_180_amp1,cluster_180,2049,2636,587,1
15A,cluster_182_amp1,cluster_182,3074,3646,572,4
15A,cluster_184_amp1,cluster_184,4071,4629,558,0
15A,cluster_207_amp1,cluster_207,2049,2636,587,1
15A,cluster_377_amp1,cluster_377,1549,2125,576,0
15A,cluster_379_amp1,cluster_379,2565,3163,598,0
15A,cluster_401_amp1,cluster_401,2049,2636,587,1
15A,cluster_403_amp1,cluster_403,3036,3635,599,2
15A,cluster_576_amp1,cluster_576,2566,3149,583,3
15A,cluster_579_amp1,cluster_579,4075,4668,593,3
15A,cluster_602_amp1,cluster_602,1549,2125,576,0
15A,cluster_603_amp1,cluster_603,2074,2667,593,1
